"","subj_idx","朋友_match_friend","生人_match_friend","自我_match_friend","朋友_match_self","生人_match_self","自我_match_self","朋友_match_stranger","生人_match_stranger","自我_match_stranger","朋友_mismatch_friend","生人_mismatch_friend","自我_mismatch_friend","朋友_mismatch_self","生人_mismatch_self","自我_mismatch_self","朋友_mismatch_stranger","生人_mismatch_stranger","自我_mismatch_stranger"
"24",42,0.983333333333333,0.8,0.983333333333333,0.883333333333333,0.983333333333333,0.883333333333333,0.9,0.883333333333333,0.95,0.95,0.65,0.883333333333333,0.866666666666667,0.666666666666667,0.866666666666667,0.966666666666667,0.666666666666667,0.783333333333333
"25",45,0.9,0.85,0.983333333333333,0.916666666666667,0.85,0.933333333333333,0.916666666666667,0.95,0.85,0.783333333333333,0.95,0.933333333333333,0.95,0.95,0.85,0.983333333333333,0.55,0.983333333333333
"26",46,0.983333333333333,0.833333333333333,0.866666666666667,0.966666666666667,0.883333333333333,0.966666666666667,1,0.966666666666667,0.933333333333333,0.933333333333333,0.9,0.9,0.95,0.883333333333333,0.666666666666667,1,0.866666666666667,0.85
"27",49,0.916666666666667,0.9,0.816666666666667,0.883333333333333,0.95,0.933333333333333,0.916666666666667,0.966666666666667,0.866666666666667,0.816666666666667,0.8,0.983333333333333,0.966666666666667,0.866666666666667,0.833333333333333,0.933333333333333,0.816666666666667,0.883333333333333
"28",54,0.85,0.783333333333333,0.833333333333333,0.85,0.833333333333333,0.9,0.916666666666667,0.9,0.866666666666667,0.75,0.716666666666667,0.883333333333333,0.866666666666667,0.833333333333333,0.7,0.883333333333333,0.683333333333333,0.883333333333333
"29",55,0.983333333333333,0.883333333333333,0.95,0.916666666666667,0.833333333333333,1,0.9,0.983333333333333,0.933333333333333,0.766666666666667,0.933333333333333,0.866666666666667,0.8,0.916666666666667,0.8,0.933333333333333,0.9,0.933333333333333
"30",56,0.85,0.883333333333333,0.883333333333333,0.95,0.716666666666667,0.883333333333333,0.816666666666667,0.9,0.75,0.7,0.95,0.883333333333333,0.75,0.933333333333333,0.766666666666667,0.733333333333333,0.8,0.9
"31",58,0.816666666666667,0.533333333333333,0.916666666666667,0.333333333333333,0.666666666666667,0.783333333333333,0.75,0.766666666666667,0.8,0.7,0.816666666666667,0.483333333333333,0.7,0.883333333333333,0.716666666666667,0.783333333333333,0.566666666666667,0.55
"32",59,0.983333333333333,0.95,0.95,0.866666666666667,0.933333333333333,0.95,0.916666666666667,1,0.983333333333333,0.85,0.933333333333333,0.933333333333333,0.9,0.766666666666667,0.833333333333333,0.95,0.816666666666667,1
"33",64,0.916666666666667,0.866666666666667,0.9,0.966666666666667,0.916666666666667,0.933333333333333,0.9,0.95,0.783333333333333,0.95,0.933333333333333,0.983333333333333,0.95,0.95,0.816666666666667,0.966666666666667,0.9,0.983333333333333
"34",67,0.916666666666667,0.883333333333333,0.95,0.916666666666667,0.8,0.966666666666667,0.75,0.916666666666667,1,0.8,0.866666666666667,0.933333333333333,0.95,0.9,0.916666666666667,0.9,0.816666666666667,0.883333333333333
"35",68,0.983333333333333,0.983333333333333,0.916666666666667,0.983333333333333,0.95,0.966666666666667,0.966666666666667,1,0.95,0.966666666666667,0.966666666666667,0.983333333333333,0.916666666666667,0.816666666666667,0.933333333333333,0.983333333333333,0.966666666666667,1
